,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,8.023978447658163e-36,1.1652652089158022e-36,-1.3907315774557443e-35,-2.3328569295384698e-35,-1.6013277277326622e-36,1.2957929533795165e-35,1.3151396343966518e-36,9.922113814244136e-39,1.4635746936391988e-38,-1.1573756059054169e-37,8.79340945017834e-38,-5.765251860398923e-38,8.79340945017834e-38,-2.2901201754223055e-38,-1.4799287892492804e-37,4.691252626161982e-37,6.598482526994009e-38,-3.977093839687183e-37,-5.63872566810198e-37,-1.0238895777704182e-37,1.1692014185855751e-36,6.106391123812611e-36,-7.560985960075233e-36,-3.508122342115994e-36
2,0.008629123605936907,0.008065095871501494,0.007504645312977708,0.006947709367110294,0.007776421372089404,0.008612958299224106,0.009457530820971118,0.010310360874583322,0.01117168197866384,0.012041739777928717,0.012920792748349525,0.012151124029802356,0.012920792748349525,0.013697556543110782,0.014481606935363945,0.013877837351187725,0.013278406092521804,0.012683224570802457,0.012092207323319516,0.011505271838677944,0.010922338420545175,0.010343330066854586,0.009768172361575409,0.009196793379654442
3,0.05696199225777351,0.053214694590691704,0.04949445496175881,0.04580078945113026,0.05129807988274051,0.0568545465891676,0.06247181512721807,0.06815159178483979,0.07389566782612503,0.0797059246402935,0.0855843396922943,0.08043695747377066,0.0855843396922943,0.09078549665168002,0.09604189129810714,0.09199355338851689,0.0879781046108167,0.08399486842981192,0.08004319185219252,0.07612244411874931,0.07223201564580653,0.06837131706626261,0.0645397783471445,0.06073684798264561
4,0.09564306915350956,0.08933051814633819,0.0830664377971228,0.07684994198314836,0.08610299376119464,0.0954620296217264,0.1049300254820757,0.11451010416383475,0.1242055437489149,0.13401978737618672,0.14395645438861346,0.13525509949706527,0.14395645438861346,0.15275445224687276,0.16165177141137588,0.15479876417286217,0.1480049006335734,0.1412689421651457,0.1345896933295532,0.12796599951004964,0.12139674496022955,0.11488085102639001,0.10841727450359584,0.10200500612206873
5,0.13464145597497285,0.1257171670793831,0.11686672333552471,0.10808873929511131,0.12115637558240393,0.13438543856084573,0.14778058102201358,0.16134668586037434,0.17508887977358512,0.1890125490430739,0.20312335733584921,0.19076604661191635,0.20312335733584921,0.21562850550901258,0.22828568490581816,0.21853574245062357,0.20887634450240386,0.19930555143560869,0.18982149163020687,0.18042235778024585,0.17110640381051292,0.1618719420552057,0.15271734064133968,0.14364102106941773
6,0.07869377280153467,0.0734559296154549,0.06826460629311958,0.06311889849935567,0.07078035370050799,0.07854346609714269,0.08641127700411166,0.09438698569768339,0.10247395730592508,0.11067573257441343,0.1189960393931063,0.11170921015583969,0.1189960393931063,0.1263766238809465,0.13385373164929673,0.12809343956499966,0.12239064848462093,0.11674407731303553,0.11115249166932563,0.10561470066592454,0.10012955471005157,0.09469594359248829,0.08931279475787002,0.08397907174835759
7,-0.0560648879554585,-0.05227426127620688,-0.04852536068607853,-0.0448173357502848,-0.050341097935559,-0.055955997357184636,-0.06166488332371689,-0.06747073590400958,-0.07337667837217333,-0.07938598953724946,-0.08550211621426027,-0.08014459129587292,-0.08550211621426027,-0.09094419606865808,-0.09647338003302197,-0.09221233538859129,-0.08800318684938248,-0.08384475649223704,-0.07973590564731965,-0.07567553448907419,-0.07166258041122288,-0.06769601627962435,-0.06377484869648578,-0.059898116278129084
8,-0.035287758657640646,-0.032917469580252434,-0.030570932784868016,-0.028247708761111375,-0.03170774055191157,-0.03521970241288401,-0.03878506059812732,-0.04240533702820701,-0.0460821166219883,-0.04981705388179376,-0.053611878949227684,-0.0502880955566429,-0.053611878949227684,-0.0569828993247236,-0.06040242175021015,-0.057767668003381505,-0.055161789329276886,-0.05258420266203551,-0.050034341259566475,-0.047511655617911326,-0.045015612951236156,-0.042545696456967576,-0.040101404519963406,-0.03768224986273585
9,-0.07799278116470414,-0.07275642217838799,-0.06757248318436145,-0.0624399563919231,-0.07008391342662243,-0.07784243406924711,-0.08571889081627551,-0.09371680267297289,-0.10183984935403671,-0.11009188512887663,-0.11847695256020482,-0.11113265834075718,-0.11847695256020482,-0.1259263454606188,-0.13348381225378705,-0.12766067311880605,-0.12190189705672998,-0.11620611059210832,-0.11057198324884245,-0.10499822777925799,-0.09948359852569452,-0.09402688955651194,-0.08862693277659077,-0.08328259602312546
10,-0.11434736045399568,-0.10665510555930383,-0.09904213925783174,-0.09150689088548467,-0.10273006283300967,-0.11412646677798567,-0.12570136500438583,-0.13746025991795716,-0.14940891542867402,-0.16155337842067063,-0.17390000058710867,-0.16308551688144465,-0.17390000058710867,-0.18487437038879706,-0.1960133153452891,-0.18743011409004706,-0.17894494769138486,-0.17055565011366364,-0.16226012602555606,-0.15405635027727246,-0.1459423650736377,-0.13791627691529498,-0.12997625355460415,-0.12212052098076602
11,-0.11019838807619149,-0.1027922274045071,-0.09546137621316934,-0.08820436085641113,-0.09901276323236546,-0.10998572465040385,-0.12112818049252198,-0.13244528771871603,-0.143942444925888,-0.1556253123349821,-0.16749983196924137,-0.15709902124227473,-0.16749983196924137,-0.1780521521229684,-0.18876036277390787,-0.1805092779822771,-0.17235104607732418,-0.16428364381536428,-0.15630511289954888,-0.14841355980627774,-0.14060715324525846,-0.13288412136281624,-0.12524274894064455,-0.1176813746061868
12,-0.10364806629138489,-0.09669563267576371,-0.08981190434724924,-0.08299557283566664,-0.09314693169715511,-0.10344845969443402,-0.11390453541170022,-0.12451972691042476,-0.13529880946650152,-0.14624678295494992,-0.1573688891176699,-0.14762741309644173,-0.1573688891176699,-0.167247892631907,-0.17726827725612604,-0.16954759702234953,-0.16191111036229958,-0.1543570386510586,-0.14688365818300164,-0.13948930062090695,-0.13217235096198499,-0.12493124520236779,-0.11776446796280164,-0.1106705500947511
13,-0.15636729389094792,-0.14582133730514435,-0.1353880553981043,-0.12506514944433034,-0.1404417231520449,-0.1560643957616725,-0.1719408754150103,-0.18807923475455465,-0.20448794208875332,-0.2211758931963686,-0.23815244407045372,-0.22328198214406045,-0.23815244407045372,-0.25325139836554794,-0.26858576897252506,-0.2567689460480923,-0.2450923876651234,-0.23355289407430208,-0.2221473728572546,-0.21087283770053178,-0.19972640401563393,-0.1887052842871048,-0.17780678347804527,-0.16702829451727866
14,-0.20152566986708978,-0.18787879971564111,-0.17438585944720292,-0.16104356704876596,-0.1809205570910571,-0.2011335924797489,-0.22169369160822827,-0.24261241988482718,-0.26390193491032515,-0.2855750335199355,-0.30764520109446764,-0.2883118053541904,-0.30764520109446764,-0.3272934820891866,-0.34726666909705584,-0.33187346697563264,-0.31667391496275776,-0.30166337862407633,-0.286837386526205,-0.27219162671159497,-0.2577219396939458,-0.24342431127989714,-0.22929486558074333,-0.21532985823622192
15,-0.22312940570122808,-0.20799699224772722,-0.19303857113448153,-0.17825037733218704,-0.20028259885361768,-0.22269460127872467,-0.24549902931148773,-0.26870916488652535,-0.2923389793720363,-0.316403188225431,-0.3409173085572672,-0.3194425213714345,-0.3409173085572672,-0.36274908554034996,-0.38494939774803744,-0.36783909286278066,-0.35094846741101166,-0.3342721805969415,-0.31780508208875996,-0.30154220746166766,-0.2854787699040967,-0.26961015178686587,-0.2539318964842874,-0.23843970046996274
16,-0.23645391500833568,-0.2204046144533409,-0.20454178229978318,-0.18886135161583031,-0.21222355643149657,-0.23599273784719646,-0.2601825571051806,-0.2848073691892772,-0.3098822794897208,-0.3354232032710792,-0.361446928428354,-0.33864941148249245,-0.361446928428354,-0.38462764681319717,-0.4082040658299551,-0.3900327703932391,-0.37209736195488613,-0.3543920578983633,-0.3369112831640722,-0.31964966516491655,-0.30260202470042036,-0.28576336674391134,-0.26912887151638304,-0.25269388587205105
17,-0.28061281663792426,-0.26151507845649097,-0.24264671551259653,-0.2240025983294677,-0.2517830278025415,-0.280063935860921,-0.30886256359353026,-0.3381970491577885,-0.3680865003706977,-0.39855107151079816,-0.4296120449416561,-0.4024006281155178,-0.4296120449416561,-0.4572972867668432,-0.4854722337595448,-0.46375513878071273,-0.44233002784050335,-0.42118955138937186,-0.40032662959469095,-0.37973444491832875,-0.35940643006237966,-0.33933625587894634,-0.31951781971578286,-0.29994523422470476
18,-0.28608698541650146,-0.26661080815810306,-0.24736941066383988,-0.22835752823711408,-0.2566862447902882,-0.28552721582565804,-0.3148981380684367,-0.34481763134988325,-0.3753053132734084,-0.40638187826508054,-0.43806918163499337,-0.41030892998265217,-0.43806918163499337,-0.4663146995662733,-0.4950617952078368,-0.47290351594533,-0.45104430622879965,-0.429476616648119,-0.4081931754254649,-0.3871869807535745,-0.36645128836598123,-0.34597959907744424,-0.3257656467777865,-0.305803386907066
19,0.001981787380019224,0.0018348427518096173,0.0016912629013357287,0.0015509877291572797,0.001760585281245236,0.001977541701965275,0.002202060072854199,0.002434355410793766,0.0026746546384952964,0.002923196938823753,0.003180234340195025,0.002954856724840501,0.003180234340195025,0.0034123191796373914,0.0036512983226410826,0.00346684929735322,0.003286505858803223,0.0031101814539479028,0.0029377926254861206,0.0027692588441918585,0.0026045023809347107,0.0024434481960220983,0.002286023844082894,0.002132159395863956
